1.0001597e+01 2.3922399e-20
1.0011870e+01 2.3249501e-20
1.0022155e+01 2.2564082e-20
1.0032450e+01 2.1877958e-20
1.0042755e+01 2.1191128e-20
1.0053071e+01 2.0503594e-20
1.0063397e+01 1.9870353e-20
1.0073734e+01 1.9473723e-20
1.0084082e+01 1.9103979e-20
1.0094440e+01 1.8733852e-20
1.0104809e+01 1.8363347e-20
1.0115189e+01 1.7992461e-20
1.0125579e+01 1.7649703e-20
1.0135980e+01 1.7444569e-20
1.0146392e+01 1.7257464e-20
1.0156814e+01 1.7070169e-20
1.0167247e+01 1.6882682e-20
1.0177691e+01 1.6695002e-20
1.0188146e+01 1.6550755e-20
1.0198610e+01 1.6612827e-20
1.0209086e+01 1.6701557e-20
1.0219573e+01 1.6790377e-20
1.0230071e+01 1.6879288e-20
1.0240579e+01 1.6968290e-20
1.0251098e+01 1.7013981e-20
1.0261628e+01 1.6883955e-20
1.0272168e+01 1.6735169e-20
1.0282720e+01 1.6586231e-20
1.0293283e+01 1.6437140e-20
1.0303856e+01 1.6287896e-20
1.0314440e+01 1.6093691e-20
1.0325035e+01 1.5761665e-20
1.0335641e+01 1.5419652e-20
1.0346257e+01 1.5077288e-20
1.0356885e+01 1.4734571e-20
1.0367523e+01 1.4391503e-20
1.0378173e+01 1.4125159e-20
1.0388833e+01 1.4018761e-20
1.0399505e+01 1.3917214e-20
1.0410187e+01 1.3815559e-20
1.0420880e+01 1.3713803e-20
1.0431584e+01 1.3611940e-20
1.0442300e+01 1.3593054e-20
1.0453026e+01 1.3675829e-20
1.0463763e+01 1.3758943e-20
1.0474512e+01 1.3842141e-20
1.0485271e+01 1.3925424e-20
1.0496041e+01 1.4006884e-20
1.0506823e+01 1.3954871e-20
1.0517615e+01 1.3821109e-20
1.0528419e+01 1.3687209e-20
1.0539234e+01 1.3553172e-20
1.0550059e+01 1.3418997e-20
1.0560897e+01 1.3284887e-20
1.0571745e+01 1.3153019e-20
1.0582604e+01 1.3021702e-20
1.0593474e+01 1.2890250e-20
1.0604356e+01 1.2758662e-20
1.0615249e+01 1.2626940e-20
1.0626153e+01 1.2510962e-20
1.0637068e+01 1.2458864e-20
1.0647994e+01 1.2413450e-20
1.0658932e+01 1.2367990e-20
1.0669881e+01 1.2322483e-20
1.0680840e+01 1.2276929e-20
1.0691812e+01 1.2231906e-20
1.0702794e+01 1.2187698e-20
1.0713788e+01 1.2143452e-20
1.0724793e+01 1.2099162e-20
1.0735810e+01 1.2054825e-20
1.0746838e+01 1.2010115e-20
1.0757876e+01 1.1955679e-20
1.0768928e+01 1.1896704e-20
1.0779989e+01 1.1837667e-20
1.0791062e+01 1.1778570e-20
1.0802147e+01 1.1719413e-20
1.0813243e+01 1.1613553e-20
1.0824350e+01 1.1291085e-20
1.0835468e+01 1.0941034e-20
1.0846599e+01 1.0590624e-20
1.0857740e+01 1.0239854e-20
1.0868894e+01 9.8887237e-21
1.0880058e+01 9.6568167e-21
1.0891233e+01 9.5682542e-21
1.0902421e+01 9.4798953e-21
1.0913620e+01 9.3914452e-21
1.0924830e+01 9.3029037e-21
1.0936052e+01 9.2184756e-21
1.0947286e+01 9.1787596e-21
1.0958531e+01 9.1510894e-21
1.0969788e+01 9.1233910e-21
1.0981055e+01 9.0956635e-21
1.0992335e+01 9.0679085e-21
1.1003627e+01 9.0302379e-21
1.1014930e+01 8.9735469e-21
1.1026244e+01 8.9163276e-21
1.1037570e+01 8.8590502e-21
1.1048908e+01 8.8017131e-21
1.1060257e+01 8.7370613e-21
1.1071618e+01 8.5595002e-21
1.1082991e+01 8.3431351e-21
1.1094376e+01 8.1265471e-21
1.1105771e+01 7.9097369e-21
1.1117179e+01 7.6927038e-21
1.1128599e+01 7.5568822e-21
1.1140030e+01 7.5805449e-21
1.1151473e+01 7.6084331e-21
1.1162928e+01 7.6363505e-21
1.1174395e+01 7.6642953e-21
1.1185872e+01 7.6975828e-21
1.1197363e+01 7.7913612e-21
1.1208864e+01 7.9022971e-21
1.1220378e+01 8.0133469e-21
1.1231904e+01 8.1245114e-21
1.1243441e+01 8.2357890e-21
1.1254991e+01 8.2559459e-21
1.1266551e+01 8.1577012e-21
1.1278124e+01 8.0588677e-21
1.1289709e+01 7.9599324e-21
1.1301306e+01 7.8608953e-21
1.1312915e+01 7.7600980e-21
1.1324535e+01 7.6505329e-21
1.1336167e+01 7.5396075e-21
1.1347812e+01 7.4285682e-21
1.1359468e+01 7.3174150e-21
1.1371137e+01 7.2065405e-21
1.1382817e+01 7.1131571e-21
1.1394509e+01 7.0291700e-21
1.1406214e+01 6.9450957e-21
1.1417931e+01 6.8609357e-21
1.1429659e+01 6.7766893e-21
1.1441400e+01 6.7018747e-21
1.1453152e+01 6.6445843e-21
1.1464916e+01 6.5876240e-21
1.1476693e+01 6.5306051e-21
1.1488482e+01 6.4735272e-21
1.1500283e+01 6.4112507e-21
1.1512096e+01 6.3208304e-21
1.1523921e+01 6.2260697e-21
1.1535758e+01 6.1312117e-21
1.1547608e+01 6.0362564e-21
